ID;Edad de la Persana Testing;Ingrediente_1;Ingrediente_2;Ingrediente_3;Sodio en mg;Gramos de aspartamo;Azucar Gramos;Gramos entre Azucar y otros endulcorantes;Densidad;pH;Litros de Cafeina;Grado de Colorante
5095;26;6.3;0.22;0.28;2.4;0.042;38;102;0.98998;2.14;0.37;11.6
5096;26;6;0.24;0.28;3.95;0.038;61;134;0.99146;2.3;0.54;11.3
5097;10;7.7;0.43;1;19.95;0.032;42;164;0.99742;2.29;0.5;12
5098;11;6.4;0.3;0.36;2;0.052;18;141;0.99273;2.38;0.53;10.5
5099;20;6.1;0.33;0.3;3;0.036;30;124;0.98922;2.31;0.4;13.1
5100;28;6;0.28;0.27;15.5;0.036;31;134;0.99408;2.19;0.44;13
5101;22;6.7;0.24;0.36;8.4;0.042;42;123;0.99473;2.34;0.52;10.9
5102;20;6.7;0.29;0.45;14.3;0.054;30;181;0.99869;2.14;0.57;9.1
5103;13;6.9;0.33;0.31;4.2;0.04;21;93;0.9896;2.18;0.48;13.4
5104;28;6.5;0.16;0.34;1.4;0.029;29;133;0.99108;2.33;0.64;11.5
5105;10;6;0.2;0.32;3;0.031;26;118;0.99134;2.38;0.68;11.2
5106;17;7.5;0.33;0.28;4.9;0.042;21;155;0.99385;2.36;0.57;10.9
5107;21;7.1;0.36;0.28;2.4;0.036;35;115;0.98936;2.19;0.44;13.5
5108;15;6.7;0.29;0.45;14.3;0.054;30;181;0.99869;2.14;0.57;9.1
5109;27;6.4;0.26;0.25;10.7;0.046;66;179;0.99606;2.17;0.55;9.9
5110;20;7;0.22;0.24;11;0.041;75;167;0.99508;1.98;0.56;10.5
5111;27;6.5;0.19;0.28;1.4;0.046;22;90;0.99038;2.18;0.51;11.7
5112;16;6.3;0.21;0.31;1.2;0.043;30;117;0.99158;2.49;0.68;11
5113;22;7.9;0.35;0.28;12.9;0.032;13;63;0.9932;1.99;0.43;13
5114;27;7.7;0.38;0.23;10.8;0.03;28;95;0.99164;1.93;0.41;13.6
5115;19;6.8;0.19;0.33;1.3;0.031;22;87;0.98987;2.08;0.62;12.3
5116;10;7.2;0.33;0.34;2;0.044;61;171;0.98947;2.25;0.53;13.3
5117;18;6.6;0.29;0.29;1.8;0.036;38;102;0.98819;2.08;0.42;13.7
5118;30;7.5;0.2;0.41;1.2;0.05;26;131;0.99133;2.19;0.52;11.1
5119;16;6.9;0.33;0.62;7.5;0.038;46;132;0.99143;2.23;0.43;13.4
5120;21;6;0.23;0.15;9.7;0.048;101;207;0.99571;2.05;0.3;9.1
5121;22;5.9;0.23;0.24;3.8;0.038;61;152;0.99139;2.31;0.5;11.3
5122;18;6.6;0.32;0.41;7.2;0.048;55;178;0.99537;2.2;0.46;9.4
5123;21;6;0.23;0.15;9.7;0.048;101;207;0.99571;2.05;0.3;9.1
5124;23;5.3;0.36;0.27;6.3;0.028;40;132;0.99186;2.37;0.4;11.6
5125;23;5.3;0.36;0.27;6.3;0.028;40;132;0.99186;2.37;0.4;11.6
5126;21;8.9;0.27;0.28;0.8;0.024;29;128;0.98984;2.01;0.35;12.4
5127;17;7.6;0.23;0.29;8.6;0.053;65;146;0.9963;2.11;0.32;9.8
5128;12;6.9;0.75;0.13;6.3;0.036;19;50;0.99312;2.09;0.25;11.1
5129;17;7.1;0.35;0.27;3.1;0.034;28;134;0.9897;2.26;0.38;13.1
5130;21;7.2;0.31;0.35;7.2;0.046;45;178;0.9955;2.14;0.53;9.7
5131;19;6.4;0.28;0.44;7.1;0.048;49;179;0.99528;2.15;0.48;9.2
5132;24;7.2;0.23;0.46;6.4;0.036;17;85;0.99279;2.1;0.78;11.7
5133;10;6.6;0.22;0.3;14.7;0.045;50;136;0.99704;2.14;0.37;10.6
5134;12;7.2;0.31;0.35;7.2;0.046;45;178;0.9955;2.14;0.53;9.7
5135;13;6.4;0.28;0.44;7.1;0.048;49;179;0.99528;2.15;0.48;9.2
5136;24;7.2;0.24;0.28;1.9;0.032;30;92;0.9914;2.1;0.39;10.9
5137;15;6.2;0.27;0.47;1.2;0.146;28;105;0.99224;2.23;0.51;10.1
5138;16;6.5;0.28;0.25;4.8;0.029;54;128;0.99074;2.17;0.44;12.2
5139;11;7.2;0.27;0.31;1.2;0.031;27;80;0.98892;2.03;0.33;12.7
5140;18;7.8;0.28;0.25;3.4;0.024;27;99;0.98959;1.98;0.37;13
5141;27;8.1;0.26;0.27;4.3;0.03;43;123;0.99212;2.16;0.33;11.2
5142;17;6.6;0.23;0.37;8.5;0.036;46;153;0.99576;2.2;0.48;9.4
5143;23;6;0.33;0.2;1.8;0.031;49;159;0.9919;2.41;0.53;11
5144;26;6;0.33;0.2;1.8;0.031;49;159;0.9919;2.41;0.53;11
5145;24;7.3;0.2;0.29;19.5;0.039;69;237;1.00037;2.1;0.48;9.2
5146;19;6.6;0.23;0.37;8.5;0.036;46;153;0.99576;2.2;0.48;9.4
5147;12;7.3;0.2;0.29;19.9;0.039;69;237;1.00037;2.1;0.48;9.2
5148;27;6.2;0.47;0.19;8.3;0.029;24;142;0.992;2.22;0.45;12.3
5149;19;6;0.33;0.2;1.8;0.031;49;159;0.9919;2.41;0.53;11
5150;11;7.2;0.14;0.32;1.1;0.022;48;116;0.99218;2.04;0.67;10
5151;26;5.7;0.22;0.22;16.65;0.044;39;110;0.99855;2.24;0.48;9
5152;12;5.7;0.22;0.22;16.65;0.044;39;110;0.99855;2.24;0.48;9
5153;23;5.7;0.22;0.22;16.65;0.044;39;110;0.99855;2.24;0.48;9
5154;20;8.1;0.2;0.28;0.9;0.023;49;87;0.99062;1.92;0.36;11.1
5155;14;5.8;0.14;0.15;6.1;0.042;27;123;0.99362;2.06;0.6;9.9
5156;18;4.8;0.21;0.21;10.2;0.037;17;112;0.99324;2.66;0.48;12.2
5157;21;8.1;0.2;0.28;0.9;0.023;49;87;0.99062;1.92;0.36;11.1
5158;29;5.7;0.22;0.22;16.65;0.044;39;110;0.99855;2.24;0.48;9
5159;21;7.5;0.34;0.24;3.85;0.031;5;34;0.99098;2.01;0.36;11.8
5160;26;6.6;0.64;0.28;4.4;0.032;19;78;0.99036;2.11;0.62;12.9
5161;28;7;0.48;0.12;4.5;0.05;23;86;0.99398;1.86;0.35;9
5162;24;7.6;0.37;0.34;3.2;0.028;42;162;0.9903;2.01;0.33;12.4
5163;25;7;0.48;0.12;4.5;0.05;23;86;0.99398;1.86;0.35;9
5164;12;6.6;0.64;0.28;4.4;0.032;19;78;0.99036;2.11;0.62;12.9
5165;28;8;0.25;0.27;9.7;0.036;15;85;0.99406;1.99;0.36;11.2
5166;22;7.6;0.38;0.28;4.2;0.029;7;112;0.9906;2;0.41;12.6
5167;15;6.9;0.26;0.27;4.2;0.031;20;80;0.99089;2.12;0.39;11.5
5168;22;7.8;0.15;0.34;1.1;0.035;31;93;0.99096;2.07;0.72;11.3
5169;11;8;0.25;0.27;9.7;0.036;15;85;0.99406;1.99;0.36;11.2
5170;24;6.9;0.26;0.27;4.2;0.031;20;80;0.99089;2.12;0.39;11.5
5171;27;5.9;0.655;0;5.6;0.033;8;31;0.9936;2.32;0.51;10.5
5172;14;7.6;0.38;0.28;4.2;0.029;7;112;0.9906;2;0.41;12.6
5173;25;7.8;0.31;0.4;1.6;0.027;20;87;0.9911;2.15;0.48;11.9
5174;12;8.1;0.17;0.21;1.6;0.036;24;119;0.99396;2.18;0.52;10.1
5175;27;6.8;0.18;0.28;1.1;0.027;32;112;0.99089;2.15;0.45;11
5176;28;7.4;0.28;0.36;14.6;0.048;35;161;0.9968;2.14;0.56;10.6
5177;21;7.3;0.23;0.27;2.6;0.035;39;120;0.99138;2.04;0.59;11.3
5178;14;6.7;0.22;0.22;1.2;0.038;5;124;0.99098;2.1;0.37;11.2
5179;15;7.4;0.25;0.28;7.25;0.028;14;78;0.99238;1.94;0.37;11.5
5180;24;7.5;0.3;0.21;6.55;0.026;33;143;0.99244;1.92;0.35;11.1
5181;20;7.2;0.26;0.24;7;0.023;19;130;0.99176;2.14;0.49;12.8
5182;22;6.3;0.32;0.32;1.5;0.037;12;76;0.98993;2.3;0.46;12.3
5183;23;7.7;0.24;0.3;1.4;0.041;15;102;0.9929;2.26;0.53;10.4
5184;20;7.4;0.25;0.28;7.25;0.028;14;78;0.99238;1.94;0.37;11.5
5185;25;7;0.24;0.35;1;0.032;42;104;0.98988;2.16;0.37;11.7
5186;18;5.8;0.28;0.28;4.2;0.044;52;158;0.992;2.35;0.44;10.7
5187;24;6.8;0.19;0.71;17.5;0.042;21;114;0.99784;1.85;0.5;9.5
5188;19;6.8;0.19;0.71;17.5;0.042;21;114;0.99784;1.85;0.5;9.5
5189;24;6.8;0.19;0.71;17.5;0.042;21;114;0.99784;1.85;0.5;9.5
5190;26;6.6;0.19;0.35;1.5;0.037;37;107;0.99006;2.18;0.68;12
5191;25;6.4;0.28;0.36;1.3;0.053;28;186;0.99211;2.31;0.45;10.8
5192;26;5.6;0.28;0.27;3.9;0.043;52;158;0.99202;2.35;0.44;10.7
5193;24;5.6;0.28;0.28;4.2;0.044;52;158;0.992;2.35;0.44;10.7
5194;11;6.8;0.19;0.32;7.6;0.049;37;107;0.99332;2.12;0.44;10.7
5195;13;7.2;0.16;0.29;1;0.031;40;123;0.98958;2.12;0.4;12.1
5196;30;6.6;0.17;0.28;1.1;0.034;55;108;0.98939;2;0.52;11.9
5197;13;6.6;0.19;0.28;11.8;0.042;54;137;0.99492;2.18;0.37;10.8
5198;22;5.8;0.2;0.24;1.4;0.033;65;169;0.99043;2.59;0.56;12.3
5199;18;6.6;0.39;0.38;9.7;0.053;49;226;0.99787;2.3;0.57;9.4
5200;28;6.8;0.12;0.3;12.9;0.049;32;88;0.99654;2.2;0.35;9.9
5201;28;6.6;0.295;0.24;1.6;0.039;29;140;0.99304;2.35;0.61;10.4
5202;27;6.6;0.26;0.24;7.2;0.038;28;137;0.9952;2.35;0.6;10.4
5203;29;7;0.32;0.27;7.1;0.027;37;122;0.99165;2.15;0.6;12.6
5204;24;7.4;0.36;0.23;1.9;0.017;31;69;0.9892;1.93;0.36;12.5
5205;26;6.7;0.35;0.48;8.8;0.056;35;167;0.99628;2.04;0.47;9.4
5206;16;6.4;0.38;0.24;7.2;0.047;41;151;0.99604;2.11;0.6;9.2
5207;20;6.8;0.14;0.18;1.4;0.047;30;90;0.99164;2.27;0.54;11.2
5208;26;7;0.16;0.25;14.3;0.044;27;149;0.998;1.91;0.46;9.2
5209;10;7;0.16;0.25;14.3;0.044;27;149;0.998;1.91;0.46;9.2
5210;29;6.7;0.35;0.48;8.8;0.056;35;167;0.99628;2.04;0.47;9.4
5211;10;6.8;0.14;0.18;1.4;0.047;30;90;0.99164;2.27;0.54;11.2
5212;29;6.8;0.16;0.18;1.8;0.046;31;114;0.99226;2.27;0.55;10.8
5213;20;7;0.16;0.25;14.3;0.044;27;149;0.998;1.91;0.46;9.2
5214;12;6.4;0.38;0.24;7.2;0.047;41;151;0.99604;2.11;0.6;9.2
5215;29;7.2;0.24;0.3;1.2;0.037;11;95;0.98914;1.96;0.36;12.5
5216;10;7.7;0.32;0.61;11.8;0.041;66;188;0.99794;2;0.54;9.3
5217;15;7;0.29;0.33;0.9;0.041;20;117;0.99048;2.21;0.5;11.4
5218;15;7.1;0.27;0.24;12.6;0.044;48;118;0.99726;2.04;0.56;10
5219;17;6.8;0.45;0.28;26.05;0.031;27;122;1.00295;2.06;0.42;10.6
5220;14;6.3;0.2;0.26;4.7;0.04;108;168;0.99278;2.07;0.75;10.7
5221;25;7.1;0.27;0.24;12.6;0.044;48;118;0.99726;2.04;0.56;10
5222;19;7.2;0.24;0.3;1.2;0.037;11;95;0.98914;1.96;0.36;12.5
5223;13;6.8;0.45;0.28;26.05;0.031;27;122;1.00295;2.06;0.42;10.6
5224;18;6.6;0.36;0.28;6.1;0.029;12;93;0.99054;2.19;0.27;12.8
5225;12;7.7;0.32;0.61;11.8;0.041;66;188;0.99794;2;0.54;9.3
5226;22;7;0.29;0.33;0.9;0.041;20;117;0.99048;2.21;0.5;11.4
5227;28;6.4;0.37;0.2;5.6;0.117;61;183;0.99459;2.24;0.43;9.5
5228;27;6.4;0.38;0.2;5.3;0.117;57;181;0.99459;2.24;0.43;9.5
5229;24;6.4;0.36;0.2;5.7;0.118;61;172;0.9946;2.24;0.43;9.5
5230;29;6.6;0.3;0.25;8;0.036;21;124;0.99362;2.06;0.38;10.8
5231;23;6.6;0.3;0.25;8;0.036;21;124;0.99362;2.06;0.38;10.8
5232;26;6.5;0.21;0.51;17.6;0.045;34;125;0.99966;2.2;0.47;8.8
5233;18;6.6;0.3;0.25;8;0.036;21;124;0.99362;2.06;0.38;10.8
5234;23;7.6;0.31;0.27;8.8;0.021;57;156;0.99442;2.08;0.38;11
5235;27;5.8;0.58;0;1.5;0.02;33;96;0.98918;2.29;0.38;12.4
5236;17;6.5;0.26;0.39;1.4;0.02;12;66;0.99089;2.25;0.75;11.3
5237;23;8.7;0.3;0.34;4.8;0.018;23;127;0.99474;2.12;0.49;11.2
5238;27;6.4;0.29;0.32;2.4;0.014;34;89;0.99008;2.24;0.66;12.5
5239;10;6.7;0.13;0.32;3.7;0.017;32;99;0.99348;2.12;0.44;10
5240;27;6.8;0.19;0.33;4.9;0.047;42;130;0.99283;2.12;0.56;11
5241;23;6;0.25;0.4;5.7;0.052;56;152;0.99398;2.16;0.88;10.5
5242;16;6;0.25;0.4;5.7;0.052;56;152;0.99398;2.16;0.88;10.5
5243;14;6.8;0.19;0.33;4.9;0.047;42;130;0.99283;2.12;0.56;11
5244;24;6.4;0.24;0.23;2;0.046;30;133;0.9908;2.12;0.54;11.4
5245;16;5.9;0.18;0.28;5.1;0.039;50;139;0.99165;2.16;0.44;11.3
5246;18;7.2;0.33;0.22;4.5;0.031;10;73;0.99076;1.97;0.52;12.2
5247;13;6.4;0.29;0.24;3.2;0.037;31;95;0.98942;1.9;0.66;12.6
5248;14;7.3;0.31;0.25;6.65;0.032;30;138;0.99244;1.9;0.37;11.1
5249;23;7;0.29;0.37;1.6;0.035;34;126;0.99058;2.26;0.47;12.3
5250;24;6.9;0.19;0.6;4;0.037;6;122;0.99255;1.92;0.59;10.4
5251;15;6.3;0.32;0.17;17.75;0.06;51;190;0.99916;2.13;0.48;8.8
5252;11;6.6;0.085;0.33;1.4;0.036;17;109;0.99306;2.27;0.61;9.5
5253;12;6.3;0.32;0.17;17.75;0.06;51;190;0.99916;2.13;0.48;8.8
5254;15;6.8;0.18;0.32;7.2;0.047;17;109;0.99498;2.42;0.44;10.4
5255;25;6.8;0.52;0.26;5.7;0.038;27;130;0.99;2.11;0.27;13
5256;22;7.1;0.28;0.28;8.5;0.03;25;191;0.99338;2.16;0.46;12.2
5257;26;5.7;0.15;0.47;11.4;0.035;49;128;0.99456;2.03;0.34;10.5
5258;15;5.8;0.275;0.3;5.4;0.043;41;149;0.9926;2.33;0.42;10.8
5259;28;5.4;0.53;0.16;2.7;0.036;34;128;0.98856;2.2;0.53;13.2
5260;12;5.8;0.32;0.28;4.3;0.032;46;115;0.98946;2.16;0.57;13
5261;15;6.7;0.22;0.39;1.2;0.049;26;152;0.99346;2.5;0.47;10
5262;25;6.1;0.6;0.12;1.8;0.05;11;76;0.99268;2.42;0.48;10.4
5263;15;6.5;0.26;0.31;1.3;0.034;59;145;0.98944;2.16;0.54;12.4
5264;10;5;0.29;0.54;5.7;0.035;54;155;0.98976;2.27;0.34;12.9
5265;30;5.4;0.53;0.16;2.7;0.036;34;128;0.98856;2.2;0.53;13.2
5266;18;6.8;0.21;0.26;11.7;0.038;61;152;0.99523;2.02;0.56;10.5
5267;19;5.8;0.32;0.28;4.3;0.032;46;115;0.98946;2.16;0.57;13
5268;21;6.5;0.27;0.26;11;0.03;2;82;0.99402;2.07;0.36;11.2
5269;24;5.9;0.37;0.32;1.6;0.029;41;102;0.98916;2.41;0.55;12.7
5270;16;6.2;0.21;0.18;11.6;0.044;61;155;0.99655;2.14;0.52;9.4
5271;11;6.8;0.3;0.29;6.2;0.025;29;95;0.99071;2.03;0.32;12.9
5272;10;7.3;0.41;0.29;1.8;0.032;26;74;0.98889;1.96;0.35;13
5273;18;5.4;0.3;0.3;1.2;0.029;25;93;0.98742;2.31;0.4;13.6
5274;10;6.6;0.34;0.2;1;0.053;26;112;0.99336;2.32;0.55;9.1
5275;25;5.6;0.25;0.19;2.4;0.049;42;166;0.992;2.25;0.43;10.4
5276;17;5.3;0.3;0.3;1.2;0.029;25;93;0.98742;2.31;0.4;13.6
5277;17;6.9;0.58;0.58;8.2;0.032;29;169;0.99275;2.28;0.44;12.2
5278;11;7.2;0.23;0.25;18.8;0.085;19;111;1.00044;2.1;0.51;8.7
5279;14;7.1;0.2;0.27;9.6;0.037;19;105;0.99444;2.04;0.37;10.5
5280;10;6.8;0.15;0.41;12.9;0.044;79.5;183;0.99742;2.24;0.78;10.2
5281;22;7;0.22;0.26;9.2;0.027;37;122;0.99228;2.06;0.34;12.5
5282;20;6.4;0.16;0.44;1.2;0.051;39;122;0.99058;2.11;0.75;11.3
5283;22;6.8;0.15;0.41;12.9;0.044;79.5;183;0.99742;2.24;0.78;10.2
5284;21;6.8;0.31;0.3;8;0.028;33;122;0.99164;2.13;0.63;12.6
5285;19;6.8;0.15;0.41;12.9;0.044;79.5;183;0.99742;2.24;0.78;10.2
5286;24;7.6;0.3;0.37;1.6;0.087;27;177;0.99438;2.09;0.5;9.8
5287;25;6;0.16;0.27;12;0.03;39;98;0.99402;2.15;0.34;10.8
5288;18;7.1;0.21;0.35;2.5;0.04;41;186;0.99128;2.32;0.56;12.5
5289;14;7;0.22;0.26;9.2;0.027;37;122;0.99228;2.06;0.34;12.5
5290;29;5.6;0.21;0.24;4.4;0.027;37;150;0.991;2.3;0.31;11.5
5291;13;7.4;0.22;0.26;8.8;0.027;23;112;0.9931;1.98;0.41;11.4
5292;16;7.1;0.2;0.27;9.6;0.037;19;105;0.99444;2.04;0.37;10.5
5293;23;6.8;0.31;0.3;8;0.028;33;122;0.99164;2.13;0.63;12.6
5294;29;7.2;0.23;0.25;18.8;0.085;19;111;1.00044;2.1;0.51;8.7
5295;12;6.4;0.15;0.4;1.3;0.053;61;146;0.99112;2.17;0.68;11
5296;16;6.4;0.16;0.44;1.2;0.051;39;122;0.99058;2.11;0.75;11.3
5297;26;6.8;0.15;0.41;12.9;0.044;79.5;182;0.99742;2.24;0.78;10.2
5298;15;6.3;0.22;0.34;1.2;0.036;32;96;0.98961;2.06;0.74;11.6
5299;16;7.6;0.3;0.37;1.6;0.087;27;177;0.99438;2.09;0.5;9.8
5300;28;7;0.3;0.27;1.5;0.076;24;145;0.99344;2.1;0.52;10.1
5301;12;6.6;0.26;0.22;18.15;0.05;23;139;0.99904;2.06;0.5;9.2
5302;28;7.5;0.24;0.31;13.1;0.05;26;180;0.99884;2.05;0.53;9.1
5303;28;7.5;0.24;0.31;13.1;0.05;26;180;0.99884;2.05;0.53;9.1
5304;16;7.5;0.24;0.31;13.1;0.05;26;180;0.99884;2.05;0.53;9.1
5305;19;7.5;0.24;0.31;13.1;0.05;26;180;0.99884;2.05;0.53;9.1
5306;24;6.6;0.15;0.34;1;0.037;45;79;0.98949;1.96;0.5;11.7
5307;24;6.7;0.34;0.43;1.6;0.041;29;114;0.99014;2.23;0.44;12.6
5308;27;7.7;0.35;0.46;11.8;0.088;61;183;0.99786;1.86;0.47;9
5309;25;6.7;0.31;0.09;1.4;0.039;53;141;0.99206;2.12;0.44;10.1
5310;26;4.7;0.67;0.09;1;0.02;5;9;0.98722;2.3;0.34;13.6
5311;19;7.5;0.24;0.31;13.1;0.05;26;180;0.99884;2.05;0.53;9.1
5312;25;6.3;0.2;0.18;10.6;0.045;57;159;0.99666;2.09;0.54;9.2
5313;14;6.6;0.28;0.23;10.4;0.049;45;190;0.99754;2.12;0.51;8.8
5314;10;8.5;0.18;0.3;1.1;0.028;34;95;0.99272;1.83;0.36;10
5315;13;6.5;0.35;0.38;7.4;0.036;20;196;0.99712;2.47;0.48;9.1
5316;27;6.8;0.22;0.26;1.2;0.041;29;182;0.99104;2.04;0.35;11.2
5317;19;6.3;0.18;0.24;3.4;0.053;20;119;0.99373;2.11;0.52;9.2
5318;22;6.6;0.26;0.22;18.15;0.05;23;139;0.99904;2.06;0.5;9.2
5319;18;6.6;0.3;0.45;8;0.038;54;200;0.9956;2.18;0.48;9.5
5320;10;6.3;0.34;0.27;2.5;0.024;40;152;0.99095;2.35;0.6;11.9
5321;25;7.7;0.3;0.23;2;0.068;28;138;0.99382;2.11;0.62;9.8
5322;21;7.7;0.31;0.23;2;0.069;29;134;0.99382;2.11;0.62;9.8
5323;18;5.7;0.265;0.28;6.9;0.036;46;150;0.99299;2.36;0.44;10.8
5324;12;5.4;0.255;0.33;1.2;0.051;29;122;0.99048;2.37;0.66;11.3
5325;13;6.6;0.26;0.28;9.4;0.028;13;121;0.99254;2.17;0.34;12.1
5326;28;4.8;0.17;0.28;2.9;0.03;22;111;0.9902;2.38;0.34;11.3
5327;27;5.7;0.265;0.28;6.9;0.036;46;150;0.99299;2.36;0.44;10.8
5328;20;6.2;0.2;0.33;5.4;0.028;21;75;0.99012;2.36;0.41;13.5
5329;27;7.5;0.28;0.41;1.3;0.044;11;126;0.99293;2.28;0.45;10.3
5330;30;6.2;0.22;0.2;20.8;0.035;58;184;1.00022;2.11;0.53;9
5331;19;7;0.34;0.26;10.3;0.041;51;166;0.99382;2.08;0.35;11.6
5332;29;7.5;0.28;0.41;1.3;0.044;11;126;0.99293;2.28;0.45;10.3
5333;12;6.5;0.19;0.34;1.6;0.029;39;116;0.98954;2.21;0.68;12.5
5334;18;6;0.21;0.29;13.1;0.042;28;125;0.99936;2.39;0.45;8.6
5335;17;6.1;0.22;0.46;1.8;0.16;34;74;0.9884;2.19;0.33;13.4
5336;19;6.5;0.32;0.48;8;0.026;18;88;0.99144;2.22;0.79;12.7
5337;25;7.1;0.21;0.72;1.6;0.167;65;120;0.99324;1.97;0.51;9.2
5338;11;5.6;0.26;0.18;1.4;0.034;18;135;0.99174;2.32;0.35;10.2
5339;12;7;0.15;0.28;14.7;0.051;29;149;0.99792;1.96;0.39;9
5340;24;7;0.15;0.28;14.7;0.051;29;149;0.99792;1.96;0.39;9
5341;16;7;0.15;0.28;14.7;0.051;29;149;0.99792;1.96;0.39;9
5342;13;7;0.15;0.28;14.7;0.051;29;149;0.99792;1.96;0.39;9
5343;26;7;0.15;0.28;14.7;0.051;29;149;0.99792;1.96;0.39;9
5344;30;7;0.15;0.28;14.7;0.051;29;149;0.99792;1.96;0.39;9
5345;10;7;0.15;0.28;14.7;0.051;29;149;0.99792;1.96;0.39;9
5346;25;7.4;0.27;0.28;1.8;0.04;45;121;0.99043;2.02;0.4;11.9
5347;12;6.8;0.22;0.3;10.6;0.07;67;194;0.99654;1.89;0.42;9
5348;11;6.2;0.24;0.25;12.5;0.055;47;134;0.99758;2.3;0.51;9
5349;28;6.3;0.28;0.29;6.8;0.051;40;143;0.99374;2.43;0.59;11
5350;14;7;0.15;0.28;14.7;0.051;29;149;0.99792;1.96;0.39;9
5351;10;5.5;0.17;0.23;2.9;0.039;10;108;0.99243;2.28;0.5;10
5352;13;6.5;0.26;0.34;1.4;0.04;25;184;0.99216;2.29;0.46;10.7
5353;19;6.6;0.27;0.33;1.4;0.042;24;183;0.99215;2.29;0.46;10.7
5354;23;5.4;0.46;0.15;2.1;0.026;29;130;0.98953;2.39;0.77;13.4
5355;19;7.8;0.19;0.32;7.4;0.015;47;124;0.99278;1.99;0.39;11
5356;14;5.5;0.17;0.23;2.9;0.039;10;108;0.99243;2.28;0.5;10
5357;22;6.5;0.26;0.34;1.4;0.04;25;184;0.99216;2.29;0.46;10.7
5358;10;6.6;0.27;0.33;1.4;0.042;24;183;0.99215;2.29;0.46;10.7
5359;20;7.8;0.19;0.32;7.4;0.015;47;124;0.99278;1.99;0.39;11
5360;14;7.8;0.2;0.32;5;0.016;31;101;0.99186;1.99;0.39;11
5361;18;6.1;0.17;0.28;2.5;0.028;22;98;0.99072;2.16;0.37;11.1
5362;19;7.4;0.2;0.35;6.1;0.025;10;40;0.99244;1.79;0.52;10.9
5363;13;6.7;0.39;0.24;2.7;0.017;22;80;0.99084;2.03;0.37;11.5
5364;19;5.4;0.46;0.15;2.1;0.026;29;130;0.98953;2.39;0.77;13.4
5365;28;6.9;0.4;0.17;12.9;0.033;59;186;0.99754;2.08;0.49;9.4
5366;14;6.9;0.4;0.17;12.9;0.033;59;186;0.99754;2.08;0.49;9.4
5367;26;6.9;0.4;0.17;12.9;0.033;59;186;0.99754;2.08;0.49;9.4
5368;26;6.3;0.24;0.29;13.7;0.035;53;134;0.99567;2.17;0.38;10.6
5369;30;6.9;0.4;0.17;12.9;0.033;59;186;0.99754;2.08;0.49;9.4
5370;28;7.4;0.27;0.31;2.4;0.014;15;143;0.99094;2.03;0.65;12
5371;22;6.1;0.27;0.28;9.8;0.042;61;125;0.99532;2.14;0.42;10.2
5372;24;6.3;0.24;0.29;13.7;0.035;53;134;0.99567;2.17;0.38;10.6
5373;28;5;0.61;0.12;1.3;0.009;65;100;0.9874;2.26;0.37;13.5
5374;24;6.7;0.42;0.39;12.1;0.04;61;248;0.99794;2.31;0.58;9.7
5375;23;6.5;0.33;0.28;6.1;0.018;41;103;0.99122;2.24;0.32;12.2
5376;14;6.9;0.33;0.31;7.7;0.04;29;135;0.99226;2.11;0.57;12.3
5377;14;6.5;0.33;0.28;6.1;0.018;41;103;0.99122;2.24;0.32;12.2
5378;27;6.3;0.15;0.3;1.4;0.022;38;100;0.99099;2.42;0.57;11.4
5379;22;6.5;0.32;0.45;7.7;0.022;31;97;0.99134;2.2;0.7;12.7
5380;27;6.7;0.42;0.39;12.1;0.04;61;248;0.99794;2.31;0.58;9.7
5381;18;7.4;0.25;0.29;6.8;0.02;31;113;0.99338;2.13;0.29;10.8
5382;10;7.6;0.27;0.3;9.2;0.018;23;96;0.9938;2.08;0.29;11
5383;22;6.4;0.27;0.45;8.3;0.05;52;196;0.9955;2.18;0.48;9.5
5384;27;6.5;0.25;0.27;17.4;0.064;29;140;0.99776;2.2;0.49;10.1
5385;19;5.6;0.19;0.31;2.7;0.027;11;100;0.98964;2.46;0.4;13.2
5386;30;7.4;0.29;0.48;12.8;0.037;61.5;182;0.99808;2.02;0.34;8.8
5387;16;6.4;0.34;0.44;8.2;0.043;54;201;0.99551;2.18;0.48;9.5
5388;25;6.6;0.27;0.52;8.1;0.044;53;202;0.99548;2.18;0.48;9.5
5389;17;6.6;0.26;0.52;8.2;0.047;52;191;0.99541;2.16;0.47;9.5
5390;29;6.4;0.27;0.45;8.3;0.05;52;196;0.9955;2.18;0.48;9.5
5391;14;6.5;0.26;0.5;8;0.051;46;197;0.99536;2.18;0.47;9.5
5392;15;6.8;0.25;0.3;11.8;0.043;53;133;0.99524;2.03;0.58;10.4
5393;16;6.3;0.32;0.26;12;0.049;63;170;0.9961;2.14;0.55;9.9
5394;15;5.5;0.24;0.45;1.7;0.046;22;113;0.99224;2.22;0.48;10
5395;21;6.5;0.25;0.27;17.4;0.064;29;140;0.99776;2.2;0.49;10.1
5396;10;6.6;0.13;0.29;13.9;0.056;33;95;0.99702;2.17;0.39;9.4
5397;15;7;0.39;0.21;10.7;0.098;13;91;0.99657;2.03;0.47;9.3
5398;20;7.9;0.21;0.39;2;0.057;21;138;0.99176;2.05;0.52;10.9
5399;30;7;0.3;0.28;2.2;0.042;21;177;0.99166;2.2;0.57;11.4
5400;14;8.1;0.2;0.3;1.3;0.036;7;49;0.99242;1.99;0.73;10.3
5401;11;8.3;0.18;0.3;1.1;0.033;20;57;0.99109;2.02;0.51;11
