ID;Edad de la Persana Testing;Ingrediente_1;Ingrediente_2;Ingrediente_3;Sodio en mg;Gramos de aspartamo;Azucar Gramos;Gramos entre Azucar y otros endulcorantes;Densidad;pH;Litros de Cafeina;Grado de Colorante;Indice_Satisfaccion
2113;10;7.4;0.36;0.33;1.4;0.025;27;55;0.9915;2.21;0.33;11.2;1
2114;28;7.8;0.28;0.32;9;0.036;34;115;0.9952;2.17;0.39;10.3;1
2115;19;6.1;0.31;0.26;2.2;0.051;28;167;0.9926;2.37;0.47;10.4;1
2116;26;6.8;0.18;0.37;1.6;0.055;47;154;0.9934;2.08;0.45;9.1;0
2117;11;7.4;0.15;0.42;1.7;0.045;49;154;0.992;2;0.6;10.4;1
2118;21;5.9;0.13;0.28;1.9;0.05;20;78;0.9918;2.43;0.64;10.8;1
2119;23;7.2;0.34;0.34;12.6;0.048;7;41;0.9942;2.19;0.4;11.7;0
2120;17;7.9;0.19;0.26;2.1;0.039;8;143;0.9942;2.05;0.74;9.8;0
2121;13;7.9;0.19;0.26;2.1;0.039;8;143;0.9942;2.05;0.74;9.8;0
2122;15;6.9;0.25;0.4;1.3;0.038;22;101;0.9901;2.03;0.39;11.4;1
2123;24;5.8;0.36;0.32;1.7;0.033;22;96;0.9898;2.03;0.38;11.2;1
2124;27;5.6;0.35;0.37;1;0.038;6;72;0.9902;2.37;0.34;11.4;0
2125;13;5.9;0.32;0.39;3.3;0.114;24;140;0.9934;2.09;0.45;9.2;1
2126;28;7.2;0.31;0.46;5;0.04;3;29;0.9906;2.04;0.53;12.5;0
2127;22;6.1;0.28;0.22;1.8;0.034;32;116;0.9898;2.36;0.44;12.6;1
2128;14;5.2;0.36;0.02;1.6;0.031;24;104;0.9896;2.44;0.35;12.2;1
2129;27;5.6;0.19;0.47;4.5;0.03;19;112;0.9922;2.56;0.45;11.2;1
2130;27;6.4;0.1;0.35;4.9;0.048;31;103;0.9947;2.43;0.79;9.7;1
2131;12;6.4;0.18;0.48;4;0.186;64;150;0.9945;2.06;0.4;9.3;0
2132;13;7.4;0.25;0.36;13.2;0.067;53;178;0.9976;2.01;0.48;9;1
2133;15;7.4;0.25;0.36;13.2;0.067;53;178;0.9976;2.01;0.48;9;1
2134;21;7.4;0.25;0.36;13.2;0.067;53;178;0.9976;2.01;0.48;9;1
2135;13;7.9;0.345;0.51;15.3;0.047;54;171;0.9987;2.09;0.51;9.1;0
2136;19;7.9;0.345;0.51;15.3;0.047;54;171;0.9987;2.09;0.51;9.1;0
2137;29;7.4;0.25;0.36;13.2;0.067;53;178;0.9976;2.01;0.48;9;1
2138;16;6.1;0.24;0.3;1.5;0.045;22;61;0.992;2.31;0.54;10.4;0
2139;26;6.8;0.25;0.24;4.55;0.053;41;211;0.9955;2.37;0.67;9.5;1
2140;25;6.7;0.31;0.31;9.9;0.04;10;175;0.9953;2.46;0.55;11.4;0
2141;25;7.2;0.46;0.65;10.4;0.05;76;192;0.9976;2.16;0.42;8.7;0
2142;18;5.5;0.35;0.35;1.1;0.045;14;167;0.992;2.34;0.68;9.9;1
2143;25;6.7;0.24;0.41;8.7;0.036;29;148;0.9952;2.22;0.62;9.9;1
2144;24;6.8;0.28;0.17;13.9;0.047;49;162;0.9983;2.21;0.51;9;1
2145;30;6.4;0.16;0.22;1.4;0.04;41;149;0.9933;2.49;0.58;10;1
2146;23;6.3;0.26;0.24;7.2;0.039;38;172;0.9958;2.49;0.64;9.7;1
2147;23;7.7;0.22;0.42;1.9;0.052;10;87;0.9922;2.3;0.49;11.8;1
2148;29;6.5;0.18;0.31;1.7;0.044;30;127;0.9928;2.49;0.5;10.2;1
2149;10;7.2;0.46;0.65;10.4;0.05;76;192;0.9976;2.16;0.42;8.7;0
2150;30;7;0.3;0.51;13.6;0.05;40;168;0.9976;2.07;0.52;9.6;1
2151;29;9.2;0.25;0.34;1.2;0.026;31;93;0.9916;1.93;0.37;11.3;1
2152;20;7.8;0.28;0.34;1.6;0.028;32;118;0.9901;2;0.38;12.1;1
2153;13;7;0.3;0.51;13.6;0.05;40;168;0.9976;2.07;0.52;9.6;1
2154;20;7.8;0.28;0.34;1.6;0.028;32;118;0.9901;2;0.38;12.1;1
2155;17;9.2;0.25;0.34;1.2;0.026;31;93;0.9916;1.93;0.37;11.3;1
2156;26;8.4;0.35;0.71;12.2;0.046;22;160;0.9982;1.98;0.65;9.4;0
2157;12;6.1;0.41;0.24;1.6;0.049;16;137;0.993;2.32;0.5;10.4;1
2158;15;5.9;0.21;0.24;12.1;0.044;53;165;0.9969;2.25;0.39;9.5;0
2159;28;7.2;0.34;0.44;4.2;0.047;51;144;0.991;2.01;0.76;12.3;1
2160;29;6.7;0.21;0.42;9.1;0.049;31;150;0.9953;2.12;0.74;9.9;1
2161;18;5.9;0.37;0.1;1.6;0.057;39;128;0.9924;2.24;0.48;10.1;0
2162;27;7.7;0.34;0.27;8.8;0.063;39;184;0.9969;2.09;0.63;9.2;1
2163;11;7.4;0.3;0.22;1.4;0.046;16;135;0.9928;2.08;0.77;10.4;1
2164;24;6.8;0.51;0.3;4.2;0.066;38;165;0.9945;2.2;0.42;9.1;0
2165;19;7.8;0.22;0.38;10.3;0.059;28;99;0.9967;2.12;0.47;10;1
2166;13;7.2;0.35;0.34;12.4;0.051;6;37;0.9944;2.13;0.39;11.5;1
2167;19;6;0.26;0.5;2.2;0.048;59;153;0.9928;2.08;0.61;9.8;0
2168;14;6.1;0.26;0.51;2.2;0.05;61;154;0.9929;2.08;0.6;9.8;1
2169;18;6.5;0.28;0.27;5.2;0.04;44;179;0.9948;2.19;0.69;9.4;1
2170;22;7.4;0.41;0.66;10.8;0.051;77;194;0.9976;2.05;0.46;8.7;0
2171;17;6.5;0.28;0.29;2.7;0.038;26;107;0.9912;2.32;0.41;11.6;1
2172;24;6.7;0.34;0.54;16.3;0.047;44;181;0.9987;2.04;0.56;8.8;0
2173;21;7.2;0.2;0.34;2.7;0.032;49;151;0.99;2.16;0.39;12.7;1
2174;14;7.4;0.2;0.33;1.9;0.035;39;138;0.991;2.17;0.44;11.7;1
2175;28;8.2;0.22;0.3;1.8;0.047;47;185;0.9933;2.13;0.5;10.2;1
2176;22;8.2;0.23;0.29;1.8;0.047;47;187;0.9933;2.13;0.5;10.2;1
2177;15;7.1;0.22;0.33;2.8;0.033;48;153;0.9899;2.15;0.38;12.7;1
2178;17;6.5;0.28;0.29;2.7;0.038;26;107;0.9912;2.32;0.41;11.6;1
2179;29;6;0.38;0.26;6;0.034;42;134;0.9912;2.38;0.38;12.3;1
2180;18;7.4;0.41;0.66;10.8;0.051;77;194;0.9976;2.05;0.46;8.7;0
2181;21;5.7;0.18;0.22;4.2;0.042;25;111;0.994;2.35;0.39;9.4;0
2182;24;7.3;0.3;0.22;6.4;0.056;44;168;0.9947;2.13;0.35;10.1;1
2183;20;7.4;0.24;0.22;10.7;0.042;26;81;0.9954;1.86;0.36;9.7;1
2184;28;6.6;0.25;0.3;1.6;0.046;32;134;0.993;2.42;0.51;10.1;1
2185;15;7.4;0.24;0.22;10.7;0.042;26;81;0.9954;1.86;0.36;9.7;1
2186;12;7.4;0.26;0.3;7.9;0.049;38;157;0.9963;2.13;0.48;8.9;1
2187;25;6.1;0.32;0.25;1.7;0.034;37;136;0.992;2.47;0.5;10.8;1
2188;27;6.9;0.28;0.27;2.1;0.036;42;121;0.9926;2.42;0.49;10.8;1
2189;27;7;0.23;0.33;5.8;0.04;25;136;0.995;2.19;0.58;9.5;1
2190;26;7.1;0.31;0.5;14.5;0.059;6;148;0.9983;1.94;0.44;9.1;0
2191;16;7.3;0.2;0.37;1.2;0.037;48;119;0.992;2.32;0.49;10.9;1
2192;30;6.9;0.41;0.33;10.1;0.043;28;152;0.9968;2.2;0.52;9.4;0
2193;21;6.4;0.45;0.07;1.1;0.03;10;131;0.9905;1.97;0.28;10.8;0
2194;26;6.4;0.475;0.06;1;0.03;9;131;0.9904;1.97;0.29;10.8;0
2195;26;6.3;0.27;0.38;0.9;0.051;7;140;0.9926;2.45;0.5;10.5;1
2196;25;6.9;0.41;0.33;10.1;0.043;28;152;0.9968;2.2;0.52;9.4;0
2197;14;7;0.29;0.37;4.9;0.034;26;127;0.9928;2.17;0.44;10.8;1
2198;17;5.9;0.27;0.29;11.4;0.036;31;115;0.9949;2.35;0.48;10.5;1
2199;24;6.9;0.19;0.4;1.4;0.036;14;55;0.9909;2.08;0.68;11.5;1
2200;16;6.7;0.3;0.35;1.4;0.18;36;160;0.9937;2.11;0.54;9.4;1
2201;27;7.2;0.24;0.4;1.4;0.045;31;106;0.9914;1.88;0.38;10.8;1
2202;22;6.4;0.45;0.07;1.1;0.03;10;131;0.9905;1.97;0.28;10.8;0
2203;26;6.4;0.475;0.06;1;0.03;9;131;0.9904;1.97;0.29;10.8;0
2204;26;6.3;0.26;0.49;1.5;0.052;34;134;0.9924;1.99;0.61;9.8;1
2205;27;6.3;0.26;0.49;1.5;0.052;34;134;0.9924;1.99;0.61;9.8;1
2206;13;7.3;0.25;0.29;7.5;0.049;38;158;0.9965;2.43;0.38;9.6;0
2207;26;7.3;0.25;0.29;7.5;0.049;38;158;0.9965;2.43;0.38;9.6;0
2208;10;6.1;0.28;0.25;17.75;0.044;48;161;0.9993;2.34;0.48;9.5;0
2209;29;7.4;0.37;0.35;5.7;0.061;12;94;0.9965;2.48;0.69;10.7;1
2210;15;6.5;0.36;0.28;3.2;0.037;29;119;0.9908;2.25;0.65;12.4;1
2211;20;7.4;0.24;0.4;4.3;0.032;9;95;0.992;2.09;0.39;11.1;1
2212;12;7.5;0.23;0.68;11;0.047;37;133;0.9978;1.99;0.38;8.8;0
2213;28;7.5;0.21;0.68;10.9;0.045;38;133;0.9978;2;0.36;8.7;0
2214;27;7.5;0.21;0.68;10.9;0.045;38;133;0.9978;2;0.36;8.7;0
2215;15;7.5;0.23;0.68;11;0.047;37;133;0.9978;1.99;0.38;8.8;0
2216;22;7.8;0.32;0.33;2.4;0.037;18;101;0.9912;2.21;0.65;11.7;1
2217;29;7.8;0.26;0.27;1.9;0.051;52;195;0.9928;2.23;0.5;10.9;1
2218;16;7.7;0.24;0.27;1.8;0.051;52;190;0.9928;2.23;0.5;10.8;1
2219;11;7.4;0.19;0.3;1.4;0.057;33;135;0.993;2.12;0.5;9.6;1
2220;14;6.5;0.46;0.41;16.8;0.084;59;222;0.9993;2.18;0.58;9;0
2221;30;6.5;0.26;0.43;8.9;0.083;50;171;0.9965;1.85;0.5;9;0
2222;10;5.3;0.32;0.12;6.6;0.043;22;141;0.9937;2.36;0.6;10.4;1
2223;28;7.2;0.24;0.34;1.1;0.045;3;64;0.9913;2.23;0.51;11.4;0
2224;23;6;0.36;0.06;1.4;0.066;27;128;0.9934;2.26;0.55;9.3;0
2225;18;6.2;0.24;0.29;13.3;0.039;49;130;0.9952;2.33;0.46;11;1
2226;11;7.6;0.56;0.12;10.4;0.096;22;177;0.9983;2.32;0.45;9.1;0
2227;21;7;0.32;0.24;6.2;0.048;31;228;0.9957;2.23;0.62;9.4;1
2228;30;7;0.32;0.24;6.2;0.048;31;228;0.9957;2.23;0.62;9.4;1
2229;27;5.8;0.31;0.33;1.2;0.036;23;99;0.9916;2.18;0.6;10.5;1
2230;19;7;0.23;0.42;18.05;0.05;35;144;0.9999;2.22;0.42;8.8;0
2231;19;7;0.23;0.42;18.05;0.05;35;144;0.9999;2.22;0.42;8.8;0
2232;11;6.9;0.24;0.33;4.8;0.04;16;131;0.9936;2.26;0.64;10.7;1
2233;22;6;0.29;0.2;12.6;0.045;45;187;0.9972;2.33;0.42;9.5;0
2234;20;6.1;0.17;0.28;4.5;0.033;46;150;0.9933;2.43;0.49;10.9;1
2235;25;5.9;0.14;0.25;4.5;0.027;34;140;0.9934;2.49;0.51;10.8;1
2236;14;6.2;0.17;0.28;4.7;0.037;39;133;0.9931;2.41;0.46;10.8;1
2237;23;7.4;0.28;0.25;11.9;0.053;25;148;0.9976;2.1;0.62;9.2;0
2238;24;5.6;0.35;0.14;5;0.046;48;198;0.9937;2.3;0.71;10.3;0
2239;23;5.8;0.335;0.14;5.8;0.046;49;197;0.9937;2.3;0.71;10.3;0
2240;19;5.6;0.235;0.29;1.2;0.047;33;127;0.991;2.34;0.5;11;1
2241;18;6.1;0.28;0.25;12.9;0.054;34;189;0.9979;2.25;0.43;9;0
2242;23;6.3;0.21;0.33;13.9;0.046;68;179;0.9971;2.36;0.5;10.4;1
2243;24;6.4;0.24;0.28;11.5;0.05;34;163;0.9969;2.31;0.45;9.5;0
2244;12;6.4;0.24;0.29;11.4;0.051;32;166;0.9968;2.31;0.45;9.5;0
2245;18;6.3;0.26;0.25;7.8;0.058;44;166;0.9961;2.24;0.41;9;0
2246;29;6.5;0.33;0.72;1.1;0.061;7;151;0.993;2.09;0.57;9.5;0
2247;20;7.4;0.105;0.34;12.2;0.05;57;146;0.9973;2.16;0.37;9;1
2248;12;6;0.32;0.12;5.9;0.041;34;190;0.9944;2.16;0.72;10;0
2249;30;7.1;0.26;0.34;14.4;0.067;35;189;0.9986;2.07;0.53;9.1;1
2250;27;7.1;0.26;0.34;14.4;0.067;35;189;0.9986;2.07;0.53;9.1;1
2251;23;7.1;0.26;0.34;14.4;0.067;35;189;0.9986;2.07;0.53;9.1;1
2252;14;7.1;0.26;0.34;14.4;0.067;35;189;0.9986;2.07;0.53;9.1;1
2253;15;5.9;0.24;0.26;12.3;0.053;34;134;0.9972;2.34;0.45;9.5;1
2254;11;6.5;0.21;0.37;2.5;0.048;70;138;0.9917;2.33;0.75;11.4;1
2255;10;7.7;0.27;0.35;5.3;0.03;30;117;0.992;2.11;0.42;12.2;1
2256;18;9;0.27;0.35;4.9;0.028;27;95;0.9932;2.04;0.4;11.3;1
2257;19;7.3;0.34;0.21;3.2;0.05;14;136;0.9936;2.25;0.44;10.2;0
2258;25;6.6;0.27;0.25;3.1;0.052;41;188;0.9915;2.24;0.4;11.3;0
2259;23;6.8;0.29;0.16;1.4;0.038;122.5;234.5;0.9922;2.15;0.47;10;0
2260;23;7.1;0.28;0.26;1.9;0.049;12;86;0.9934;2.15;0.38;9.4;0
2261;17;6.8;0.25;0.34;14;0.032;47;133;0.9952;2.37;0.5;12.2;1
2262;25;7;0.57;0.1;8.3;0.094;23;188;0.9972;2.4;0.47;9.2;0
2263;19;7.1;0.28;0.26;1.9;0.049;12;86;0.9934;2.15;0.38;9.4;0
2264;17;7.1;0.17;0.38;7.4;0.052;49;182;0.9958;2.35;0.52;9.6;1
2265;13;7.8;0.28;0.22;1.4;0.056;24;130;0.9944;2.28;0.48;9.5;0
2266;20;6.8;0.22;0.37;1.7;0.036;38;195;0.9908;2.35;0.72;12.5;1
2267;15;7.1;0.17;0.38;7.4;0.052;49;182;0.9958;2.35;0.52;9.6;1
2268;14;6.1;0.14;0.25;1.3;0.047;37;173;0.9925;2.35;0.46;10;1
2269;11;6.4;0.24;0.5;11.6;0.047;60;211;0.9966;2.18;0.57;9.3;0
2270;22;7.8;0.42;0.26;9.2;0.058;34;199;0.9972;2.14;0.55;9.3;1
2271;10;6.6;0.28;0.36;1.7;0.038;22;101;0.9912;2.29;0.57;11.6;1
2272;29;7.1;0.32;0.34;14.5;0.039;46;150;0.995;2.38;0.5;12.5;1
2273;20;6.7;0.31;0.3;2.1;0.038;18;130;0.9928;2.36;0.63;10.6;1
2274;14;6.4;0.32;0.5;10.7;0.047;57;206;0.9968;2.08;0.6;9.4;0
2275;18;6.1;0.28;0.25;6.9;0.056;44;201;0.9955;2.19;0.4;9.1;1
2276;29;5.9;0.29;0.25;12;0.057;48;224;0.9981;2.23;0.41;9;1
2277;17;5.8;0.32;0.38;4.75;0.033;23;94;0.991;2.42;0.42;11.8;1
2278;12;5.8;0.32;0.38;4.75;0.033;23;94;0.991;2.42;0.42;11.8;1
2279;23;5.7;0.32;0.38;4.75;0.033;23;94;0.991;2.42;0.42;11.8;1
2280;30;6.7;0.28;0.14;1.4;0.043;64;159;0.992;2.17;0.39;10;0
2281;11;6.8;0.34;0.69;1.3;0.058;12;171;0.9931;2.06;0.47;9.7;0
2282;30;5.9;0.25;0.25;11.3;0.052;30;165;0.997;2.24;0.44;9.5;1
2283;20;6.4;0.27;0.32;4.5;0.24;61;174;0.9948;2.12;0.48;9.4;0
2284;23;8.1;0.46;0.31;1.7;0.052;50;183;0.9923;2.03;0.42;11.2;0
2285;21;6.2;0.36;0.26;13.2;0.051;54;201;0.9976;2.25;0.46;9;0
2286;21;6.8;0.22;0.35;5.5;0.043;21;114;0.9938;2.3;0.53;10.7;1
2287;28;6.8;0.67;0.3;13;0.29;22;193;0.9984;2.08;0.67;9;0
2288;27;7.2;0.28;0.3;10.7;0.044;61;222;0.9972;2.14;0.5;9.1;1
2289;14;6.7;0.17;0.37;2;0.039;34;125;0.9922;2.26;0.6;10.8;1
2290;14;6.9;0.2;0.34;1.9;0.043;25;136;0.9935;2.31;0.6;10.1;0
2291;19;6.1;0.36;0.16;6.4;0.037;36;198;0.9944;2.17;0.62;9.9;1
2292;28;6;0.36;0.16;6.3;0.036;36;191;0.9942;2.17;0.62;9.8;0
2293;11;5.9;0.37;0.14;6.3;0.036;34;185;0.9944;2.17;0.63;9.8;0
2294;22;7.6;0.29;0.58;17.5;0.041;51;225;0.9997;2.16;0.66;9.5;1
2295;10;6.3;0.34;0.28;14.7;0.047;49;198;0.9977;2.23;0.46;9.5;0
2296;24;6.7;0.19;0.34;1;0.022;22;94;0.9912;2.23;0.57;11.1;1
2297;13;7.5;0.31;0.51;14.8;0.039;62;204;0.9982;2.06;0.6;9.5;0
2298;22;7.5;0.31;0.51;14.8;0.039;62;204;0.9982;2.06;0.6;9.5;0
2299;21;7.4;0.31;0.48;14.2;0.042;62;204;0.9983;2.06;0.59;9.4;0
2300;15;8.4;0.4;0.7;13.1;0.042;29;197;0.998;2.06;0.64;9.7;0
2301;12;5.9;0.34;0.22;2.4;0.03;19;135;0.9894;2.41;0.78;13.9;1
2302;14;6.6;0.38;0.18;1.2;0.042;20;84;0.9927;2.22;0.45;10.1;0
2303;13;6.4;0.33;0.28;1.1;0.038;30;110;0.9917;2.12;0.42;10.5;1
2304;11;5.6;0.25;0.26;3.6;0.037;18;115;0.9904;2.42;0.5;12.6;1
2305;18;8.6;0.27;0.46;6.1;0.032;13;41;0.993;1.89;0.34;10.9;0
2306;23;6.2;0.31;0.21;6.3;0.041;50;218;0.9941;2.15;0.6;10;0
2307;27;7.2;0.18;0.45;4.4;0.046;57;166;0.9943;2.13;0.62;11.2;1
2308;18;7.7;0.2;0.44;13.9;0.05;44;130;0.99855;2.11;0.48;10;1
2309;26;6.2;0.47;0.21;1;0.044;13;98;0.99345;2.14;0.46;9.2;0
2310;10;6.1;0.25;0.24;12.1;0.046;51;172;0.998;2.35;0.45;9.5;0
2311;19;8.2;0.27;0.43;1.6;0.035;31;128;0.9916;2.1;0.5;12.3;1
2312;22;8.2;0.27;0.43;1.6;0.035;31;128;0.9916;2.1;0.5;12.3;1
2313;26;6.4;0.31;0.39;7.5;0.04;57;213;0.99475;2.32;0.43;10;0
2314;27;6;0.39;0.26;2.7;0.038;39;187;0.99325;2.41;0.5;10.8;1
2315;14;6.2;0.21;0.27;1.7;0.038;41;150;0.9933;2.49;0.71;10.5;1
2316;25;7.7;0.42;0.31;9.2;0.048;22;221;0.9969;2.06;0.61;9.2;1
2317;21;7;0.27;0.41;18.75;0.042;34;157;1.0002;1.96;0.5;9.1;0
2318;23;6.2;0.21;0.27;1.7;0.038;41;150;0.9933;2.49;0.71;10.5;1
2319;29;7.4;0.29;0.5;1.8;0.042;35;127;0.9937;2.45;0.5;10.2;1
2320;23;6.6;0.29;0.44;9;0.053;62;178;0.99685;2.02;0.45;8.9;0
2321;12;6;0.3;0.44;1.5;0.046;15;182;0.99455;2.5;0.52;10.4;0
2322;17;6.9;0.31;0.34;1.6;0.032;23;128;0.9917;2.37;0.47;11.7;1
2323;11;6.6;0.33;0.31;1.3;0.02;29;89;0.99035;2.26;0.44;12.4;1
2324;18;7.8;0.3;0.4;1.8;0.028;23;122;0.9914;2.14;0.39;10.9;1
2325;14;6.4;0.39;0.21;1.2;0.041;35;136;0.99225;2.15;0.46;10.2;0
2326;19;6.4;0.24;0.31;2.8;0.038;41;114;0.99155;2.37;0.66;11.7;1
2327;22;7;0.21;0.34;8;0.057;19;101;0.9954;1.99;0.59;9.4;0
2328;22;6.4;0.16;0.31;5.3;0.043;42;157;0.99455;2.35;0.47;10.5;0
2329;28;6;0.33;0.27;0.8;0.185;12;188;0.9924;2.12;0.62;9.4;0
2330;17;6.5;0.23;0.33;13.8;0.042;25;139;0.99695;2.35;0.56;10.4;1
2331;21;6.2;0.25;0.48;10;0.044;78;240;0.99655;2.25;0.47;9.5;1
2332;12;8.8;0.28;0.45;6;0.022;14;49;0.9934;2.01;0.33;11.1;1
2333;12;6.6;0.25;0.3;14.4;0.052;40;183;0.998;2.02;0.5;9.1;1
2334;20;6.9;0.38;0.25;9.8;0.04;28;191;0.9971;2.28;0.61;9.2;0
2335;14;6.4;0.25;0.3;5.5;0.038;15;129;0.9948;2.14;0.49;9.6;1
2336;18;6.6;0.25;0.3;14.4;0.052;40;183;0.998;2.02;0.5;9.1;1
2337;20;6.9;0.38;0.25;9.8;0.04;28;191;0.9971;2.28;0.61;9.2;0
2338;14;7.1;0.21;0.31;3.8;0.021;40;142;0.99215;2.17;0.39;10.8;1
2339;12;6.4;0.25;0.3;5.5;0.038;15;129;0.9948;2.14;0.49;9.6;1
2340;26;6.9;0.39;0.4;4.6;0.022;5;19;0.9915;2.31;0.37;12.6;0
2341;28;5.8;0.2;0.3;1.5;0.031;21;57;0.99115;2.44;0.55;11;1
2342;26;7;0.2;0.37;2;0.03;26;136;0.9932;2.28;0.61;10.2;1
2343;23;5.9;0.26;0.25;12.5;0.034;38;152;0.9977;2.33;0.43;9.4;0
2344;12;7.4;0.38;0.27;7.5;0.041;24;160;0.99535;2.17;0.43;10;0
2345;20;7.4;0.2;1.66;2.1;0.022;34;113;0.99165;2.26;0.55;12.2;1
2346;21;7;0.21;0.34;8.5;0.033;31;253;0.9953;2.22;0.56;10.5;1
2347;27;7.2;0.29;0.4;7.6;0.024;56;177;0.9928;2.04;0.32;11.5;1
2348;17;6.9;0.18;0.38;8.1;0.049;44;176;0.9958;2.3;0.54;9.8;1
2349;14;7.3;0.3;0.42;7.35;0.025;51;175;0.9928;2.04;0.32;11.4;1
2350;23;7.2;0.29;0.4;7.6;0.024;56;177;0.9928;2.04;0.32;11.5;1
2351;23;6.9;0.2;0.5;10;0.036;78;167;0.9964;2.15;0.55;10.2;1
2352;29;6.7;0.2;0.42;14;0.038;83;160;0.9987;2.16;0.5;9.4;1
2353;13;7;0.21;0.34;8.5;0.033;31;253;0.9953;2.22;0.56;10.5;1
2354;14;5.9;0.35;0.47;2.2;0.11;14;138;0.9932;2.09;0.5;9.1;0
2355;18;7.1;0.28;0.44;1.8;0.032;32;107;0.9907;2.25;0.48;12.2;1
2356;11;5.8;0.25;0.28;11.1;0.056;45;175;0.99755;2.42;0.43;9.5;0
2357;28;6.8;0.22;0.37;15.2;0.051;68;178;0.99935;2.4;0.85;9.3;1
2358;18;7.1;0.14;0.4;1.2;0.051;55;136;0.9932;2.3;0.96;9.8;1
2359;28;7.1;0.13;0.4;1.2;0.047;54;134;0.9932;2.3;0.97;9.8;1
2360;11;6.9;0.18;0.38;8.1;0.049;44;176;0.9958;2.3;0.54;9.8;1
2361;29;7;0.2;0.38;8.1;0.05;42;173;0.99585;2.3;0.54;9.8;1
2362;12;6.8;0.24;0.49;19.3;0.057;55;247;1.00055;2;0.56;8.7;0
2363;22;5;0.44;0.04;18.6;0.039;38;128;0.9985;2.37;0.57;10.2;1
2364;29;6.3;0.3;0.28;5;0.042;36;168;0.99505;2.22;0.69;9.5;1
2365;29;7.2;0.27;0.42;1.6;0.05;35;135;0.992;1.94;0.46;11;1
2366;26;6.7;0.5;0.63;13.4;0.078;81;238;0.9988;2.08;0.44;9.2;0
2367;30;6.8;0.2;0.36;1.6;0.028;7;46;0.99175;2.21;0.6;10.9;1
2368;11;6.7;0.11;0.34;8.8;0.043;41;113;0.9962;2.42;0.4;9.3;1
2369;30;6.7;0.11;0.34;8.8;0.043;41;113;0.9962;2.42;0.4;9.3;1
2370;26;6.8;0.12;0.31;5.2;0.045;29;120;0.9942;2.41;0.46;9.8;1
2371;20;6.6;0.16;0.57;1.1;0.13;58;140;0.9927;2.12;0.39;9.3;1
2372;25;6.6;0.21;0.6;1.1;0.135;61;144;0.9927;2.12;0.39;9.3;1
2373;26;6.1;0.27;0.3;16.7;0.039;49;172;0.99985;2.4;0.45;9.4;0
2374;19;9.1;0.27;0.45;10.6;0.035;28;124;0.997;2.2;0.46;10.4;1
2375;11;6.4;0.225;0.48;2.2;0.115;29;104;0.9918;2.24;0.58;12.1;1
2376;27;8.3;0.14;0.45;1.5;0.039;18;98;0.99215;2.02;0.56;11;1
2377;13;7.2;0.23;0.19;13.7;0.052;47;197;0.99865;2.12;0.53;9;0
2378;19;6.9;0.22;0.37;15;0.053;59;178;0.9992;2.37;0.82;9.5;1
2379;24;8.1;0.17;0.44;14.1;0.053;43;145;1.0006;2.28;0.75;8.8;1
2380;23;6;0.395;0;1.4;0.042;7;55;0.99135;2.37;0.38;11.2;0
2381;22;7.8;0.29;0.22;9.5;0.056;44;213;0.99715;2.08;0.61;9.3;1
2382;26;6.9;0.22;0.37;15;0.053;59;178;0.9992;2.37;0.82;9.5;1
2383;28;8.1;0.17;0.44;14.1;0.053;43;145;1.0006;2.28;0.75;8.8;1
2384;14;7.2;0.23;0.19;13.7;0.052;47;197;0.99865;2.12;0.53;9;0
2385;18;7.6;0.3;0.27;10.6;0.039;31;119;0.99815;2.27;0.3;9.3;1
2386;29;7.7;0.34;0.28;11;0.04;31;117;0.99815;2.27;0.29;9.2;1
2387;22;7.7;0.34;0.28;11;0.04;31;117;0.99815;2.27;0.29;9.2;1
2388;10;5.8;0.34;0.16;7;0.037;26;116;0.9949;2.46;0.45;10;1
2389;26;7.6;0.3;0.27;10.6;0.039;31;119;0.99815;2.27;0.3;9.3;1
2390;30;7.7;0.34;0.28;11;0.04;31;117;0.99815;2.27;0.29;9.2;1
2391;21;5.9;0.24;0.3;2;0.033;28;92;0.99225;2.39;0.69;10.9;1
2392;27;6.4;0.46;0.08;4.9;0.046;34;144;0.99445;2.1;0.56;10;0
2393;16;5.9;0.24;0.3;2;0.033;28;92;0.99225;2.39;0.69;10.9;1
2394;22;7.4;0.32;0.27;1.4;0.049;38;173;0.99335;2.03;0.52;9.3;0
2395;21;7.2;0.31;0.26;7.3;0.05;37;157;0.99625;2.09;0.43;9;0
2396;18;7.8;0.42;0.23;8.8;0.054;42;215;0.9971;2.02;0.58;9.2;1
2397;20;6.9;0.24;0.33;12.5;0.046;47;153;0.9983;2.28;0.77;9.6;1
2398;23;5.4;0.18;0.24;4.8;0.041;30;113;0.99445;2.42;0.4;9.4;1
2399;26;6;0.18;0.31;1.4;0.036;14;75;0.99085;2.34;0.58;11.1;1
2400;25;7.8;0.27;0.58;11.2;0.036;44;161;0.9977;2.06;0.41;8.9;1
2401;20;6;0.28;0.49;6.8;0.048;61;222;0.9953;2.19;0.47;9.3;0
2402;10;6.8;0.39;0.35;11.6;0.044;57;220;0.99775;2.07;0.53;9.3;0
2403;23;6.6;0.21;0.31;11.4;0.039;46;165;0.99795;2.41;0.44;9.8;1
2404;13;7.3;0.32;0.34;6.6;0.032;24;112;0.99505;2.22;0.46;9.8;1
2405;11;7.8;0.27;0.58;11.2;0.036;44;161;0.9977;2.06;0.41;8.9;1
